step,timestamp,temperature,humidity,co2,light_intensity,plant_height
1190,2026-06-19 14:00:00,28.01,57.23,670.4,687.05,71.429
1191,2026-06-19 15:00:00,27.89,57.3,692.94,506.74,71.482
1192,2026-06-19 16:00:00,27.08,58.81,725.2,297.21,71.536
1193,2026-06-19 17:00:00,26.22,60.76,760.94,112.82,71.585
1194,2026-06-19 18:00:00,24.94,63.2,799.93,0.04,71.622
1195,2026-06-19 19:00:00,23.53,66.77,849.15,0.39,71.66
1196,2026-06-19 20:00:00,22.01,69.77,848.68,0.01,71.697
1197,2026-06-19 21:00:00,20.6,73.5,848.27,0.0,71.735
1198,2026-06-19 22:00:00,19.05,76.59,851.14,0.0,71.773
1199,2026-06-19 23:00:00,17.78,79.46,849.55,0.0,71.81
1200,2026-06-20 00:00:00,16.81,81.51,849.99,1.22,71.84
1201,2026-06-20 01:00:00,16.17,82.55,851.98,0.0,71.865
1202,2026-06-20 02:00:00,15.96,83.19,850.07,0.0,71.889
1203,2026-06-20 03:00:00,16.2,82.74,850.17,0.0,71.914
1204,2026-06-20 04:00:00,16.94,81.41,850.58,0.0,71.944
1205,2026-06-20 05:00:00,17.72,79.23,851.47,0.0,71.981
1206,2026-06-20 06:00:00,19.06,76.5,799.55,0.0,72.018
1207,2026-06-20 07:00:00,20.54,73.13,759.86,109.49,72.067
1208,2026-06-20 08:00:00,21.92,69.88,723.39,299.6,72.127
1209,2026-06-20 09:00:00,23.4,66.43,695.13,505.92,72.193
1210,2026-06-20 10:00:00,25.01,63.25,668.56,683.61,72.261
1211,2026-06-20 11:00:00,26.24,60.8,656.01,807.72,72.33
1212,2026-06-20 12:00:00,27.14,58.57,649.68,849.75,72.392
1213,2026-06-20 13:00:00,27.95,56.99,654.88,808.44,72.448
1214,2026-06-20 14:00:00,27.89,56.7,669.57,684.76,72.503
1215,2026-06-20 15:00:00,27.68,57.34,694.6,506.05,72.557
1216,2026-06-20 16:00:00,27.13,58.58,724.1,300.1,72.61
1217,2026-06-20 17:00:00,26.4,60.68,759.99,112.15,72.657
1218,2026-06-20 18:00:00,24.9,63.22,798.96,0.0,72.694
1219,2026-06-20 19:00:00,23.62,66.67,850.52,0.0,72.731
1220,2026-06-20 20:00:00,21.96,70.04,849.37,0.0,72.769
1221,2026-06-20 21:00:00,20.48,73.36,850.23,1.99,72.806
1222,2026-06-20 22:00:00,18.99,76.78,850.56,0.0,72.844
1223,2026-06-20 23:00:00,17.67,79.21,849.15,0.0,72.88
1224,2026-06-21 00:00:00,16.85,81.62,850.31,0.0,72.909
1225,2026-06-21 01:00:00,16.05,82.76,850.03,0.23,72.934
1226,2026-06-21 02:00:00,16.16,83.39,850.79,0.0,72.958
1227,2026-06-21 03:00:00,16.17,82.74,849.22,0.63,72.983
1228,2026-06-21 04:00:00,16.83,81.27,851.2,0.13,73.013
1229,2026-06-21 05:00:00,17.63,79.33,850.28,1.22,73.048
1230,2026-06-21 06:00:00,18.97,76.72,800.19,0.0,73.085
1231,2026-06-21 07:00:00,20.34,73.58,762.37,112.33,73.134
1232,2026-06-21 08:00:00,22.11,70.16,725.68,299.38,73.193
1233,2026-06-21 09:00:00,23.68,66.66,693.55,504.58,73.259
1234,2026-06-21 10:00:00,25.02,63.15,670.8,683.85,73.327
1235,2026-06-21 11:00:00,26.27,60.59,654.85,805.98,73.395
1236,2026-06-21 12:00:00,27.18,58.85,651.39,850.44,73.457
1237,2026-06-21 13:00:00,27.79,57.38,656.24,805.89,73.513
1238,2026-06-21 14:00:00,27.99,56.53,671.22,687.62,73.567
1239,2026-06-21 15:00:00,27.8,56.93,694.54,504.28,73.619
1240,2026-06-21 16:00:00,27.15,58.66,725.25,299.91,73.672
1241,2026-06-21 17:00:00,26.19,60.69,760.77,110.53,73.72
1242,2026-06-21 18:00:00,24.98,63.45,799.82,0.0,73.756
1243,2026-06-21 19:00:00,23.63,66.17,849.55,0.0,73.793
1244,2026-06-21 20:00:00,22.01,70.08,851.13,0.0,73.83
1245,2026-06-21 21:00:00,20.49,73.45,848.29,2.38,73.868
1246,2026-06-21 22:00:00,18.89,76.66,850.39,0.34,73.905
1247,2026-06-21 23:00:00,17.72,79.46,848.44,0.0,73.941
1248,2026-06-22 00:00:00,16.76,81.33,850.43,1.35,73.97
1249,2026-06-22 01:00:00,16.18,82.87,850.05,0.0,73.995
1250,2026-06-22 02:00:00,15.98,83.16,849.3,0.54,74.018
1251,2026-06-22 03:00:00,16.22,82.51,848.35,0.53,74.044
1252,2026-06-22 04:00:00,16.74,81.48,850.78,0.0,74.073
1253,2026-06-22 05:00:00,17.65,79.58,850.35,0.0,74.108
1254,2026-06-22 06:00:00,18.93,76.52,798.81,1.1,74.144
1255,2026-06-22 07:00:00,20.39,73.58,760.78,110.62,74.193
1256,2026-06-22 08:00:00,21.97,69.61,724.88,300.31,74.252
1257,2026-06-22 09:00:00,23.61,66.3,695.1,506.44,74.317
1258,2026-06-22 10:00:00,25.09,63.39,671.11,683.2,74.384
1259,2026-06-22 11:00:00,26.3,60.55,653.46,805.52,74.451
1260,2026-06-22 12:00:00,27.2,58.44,650.38,847.74,74.512
1261,2026-06-22 13:00:00,27.64,57.46,656.01,805.62,74.569
1262,2026-06-22 14:00:00,28.0,56.95,670.52,685.22,74.622
1263,2026-06-22 15:00:00,27.88,57.14,693.97,505.39,74.674
1264,2026-06-22 16:00:00,27.18,58.51,725.07,300.56,74.726
1265,2026-06-22 17:00:00,26.16,60.79,760.2,111.65,74.774
1266,2026-06-22 18:00:00,24.98,63.45,797.88,1.11,74.81
1267,2026-06-22 19:00:00,23.5,66.77,849.52,0.0,74.847
1268,2026-06-22 20:00:00,22.14,69.96,851.24,0.05,74.884
1269,2026-06-22 21:00:00,20.48,73.43,850.85,0.0,74.921
1270,2026-06-22 22:00:00,18.93,76.5,850.1,0.0,74.957
1271,2026-06-22 23:00:00,17.81,79.53,849.02,0.0,74.993
1272,2026-06-23 00:00:00,16.7,81.74,850.3,0.6,75.022
1273,2026-06-23 01:00:00,16.1,82.75,850.51,0.0,75.046
1274,2026-06-23 02:00:00,16.08,83.55,849.05,0.0,75.069
1275,2026-06-23 03:00:00,16.14,82.99,851.04,0.0,75.093
1276,2026-06-23 04:00:00,16.81,81.31,850.89,0.0,75.122
1277,2026-06-23 05:00:00,17.74,79.43,849.81,0.0,75.158
1278,2026-06-23 06:00:00,19.0,76.72,801.65,0.73,75.194
1279,2026-06-23 07:00:00,20.51,73.39,760.47,112.74,75.242
1280,2026-06-23 08:00:00,22.01,69.79,724.67,300.42,75.301
1281,2026-06-23 09:00:00,23.51,66.81,694.41,507.13,75.365
1282,2026-06-23 10:00:00,25.02,63.41,669.16,685.05,75.432
1283,2026-06-23 11:00:00,26.24,60.46,654.57,806.52,75.499
1284,2026-06-23 12:00:00,27.23,58.64,649.42,850.59,75.559
1285,2026-06-23 13:00:00,27.78,56.82,654.63,808.28,75.614
1286,2026-06-23 14:00:00,27.87,56.82,671.68,684.09,75.668
1287,2026-06-23 15:00:00,27.8,57.05,695.56,505.31,75.72
1288,2026-06-23 16:00:00,27.2,58.77,725.66,299.43,75.771
1289,2026-06-23 17:00:00,26.19,60.74,760.55,109.27,75.818
1290,2026-06-23 18:00:00,25.0,63.18,801.62,0.22,75.854
1291,2026-06-23 19:00:00,23.49,66.48,848.11,0.0,75.89
1292,2026-06-23 20:00:00,22.08,70.33,850.73,0.0,75.927
1293,2026-06-23 21:00:00,20.41,73.27,852.06,0.0,75.963
1294,2026-06-23 22:00:00,19.16,76.81,848.26,0.0,76.0
1295,2026-06-23 23:00:00,17.71,79.32,849.94,3.75,76.036
1296,2026-06-24 00:00:00,16.72,81.47,850.62,0.0,76.064
1297,2026-06-24 01:00:00,16.21,82.59,850.11,0.64,76.089
1298,2026-06-24 02:00:00,16.02,83.29,851.41,1.17,76.112
1299,2026-06-24 03:00:00,16.21,82.57,849.4,0.0,76.137
1300,2026-06-24 04:00:00,16.82,81.36,849.06,0.0,76.166
1301,2026-06-24 05:00:00,17.63,79.3,848.53,0.0,76.2
1302,2026-06-24 06:00:00,18.97,76.4,800.38,0.93,76.236
1303,2026-06-24 07:00:00,20.41,73.35,761.71,111.03,76.284
1304,2026-06-24 08:00:00,21.94,70.18,725.88,301.27,76.342
1305,2026-06-24 09:00:00,23.62,66.29,695.29,505.9,76.406
1306,2026-06-24 10:00:00,25.08,63.46,670.15,684.69,76.472
1307,2026-06-24 11:00:00,26.27,60.62,655.98,804.94,76.538
1308,2026-06-24 12:00:00,27.16,58.88,649.37,849.7,76.599
1309,2026-06-24 13:00:00,27.73,57.3,654.37,806.7,76.654
1310,2026-06-24 14:00:00,28.06,56.7,670.88,686.07,76.706
1311,2026-06-24 15:00:00,27.87,57.27,697.18,506.73,76.757
1312,2026-06-24 16:00:00,27.22,58.44,724.9,302.3,76.808
1313,2026-06-24 17:00:00,26.37,60.89,761.96,110.35,76.854
1314,2026-06-24 18:00:00,25.04,63.21,798.51,0.3,76.889
1315,2026-06-24 19:00:00,23.59,66.72,850.5,0.66,76.926
1316,2026-06-24 20:00:00,21.93,69.98,848.49,0.0,76.962
1317,2026-06-24 21:00:00,20.5,73.3,850.87,1.39,76.999
1318,2026-06-24 22:00:00,18.95,76.69,849.34,0.0,77.035
1319,2026-06-24 23:00:00,17.77,79.26,849.56,2.47,77.07
1320,2026-06-25 00:00:00,16.69,81.49,849.01,1.14,77.098
1321,2026-06-25 01:00:00,16.23,82.81,849.06,0.0,77.123
1322,2026-06-25 02:00:00,16.07,83.47,850.48,0.0,77.145
1323,2026-06-25 03:00:00,16.23,83.11,850.1,1.83,77.169
1324,2026-06-25 04:00:00,16.75,81.43,850.62,0.5,77.198
1325,2026-06-25 05:00:00,17.7,79.21,850.99,1.49,77.233
1326,2026-06-25 06:00:00,19.11,76.87,800.13,0.0,77.268
1327,2026-06-25 07:00:00,20.55,73.52,760.19,110.63,77.315
1328,2026-06-25 08:00:00,22.04,69.97,724.97,301.86,77.373
1329,2026-06-25 09:00:00,23.61,66.78,692.0,505.73,77.436
1330,2026-06-25 10:00:00,25.05,63.17,669.44,683.99,77.502
1331,2026-06-25 11:00:00,26.24,60.91,657.13,805.91,77.568
1332,2026-06-25 12:00:00,27.24,58.65,650.39,850.5,77.627
1333,2026-06-25 13:00:00,27.82,57.5,656.21,805.6,77.682
1334,2026-06-25 14:00:00,28.06,56.93,670.41,686.45,77.734
1335,2026-06-25 15:00:00,27.81,57.28,694.06,502.89,77.785
1336,2026-06-25 16:00:00,27.19,58.47,723.81,302.31,77.835
1337,2026-06-25 17:00:00,26.28,60.66,760.61,112.29,77.881
1338,2026-06-25 18:00:00,25.07,63.28,800.0,1.09,77.916
1339,2026-06-25 19:00:00,23.41,66.57,849.57,0.0,77.952
1340,2026-06-25 20:00:00,21.96,70.02,851.92,0.0,77.988
1341,2026-06-25 21:00:00,20.47,73.72,849.45,2.27,78.025
1342,2026-06-25 22:00:00,19.0,76.87,850.75,0.38,78.061
1343,2026-06-25 23:00:00,17.75,79.24,850.08,1.12,78.096
1344,2026-06-26 00:00:00,16.8,81.38,849.75,1.24,78.124
1345,2026-06-26 01:00:00,16.3,82.65,849.33,0.47,78.149
1346,2026-06-26 02:00:00,16.11,83.37,848.75,0.0,78.171
1347,2026-06-26 03:00:00,16.13,82.71,851.6,0.0,78.195
1348,2026-06-26 04:00:00,16.68,81.31,850.29,0.78,78.223
1349,2026-06-26 05:00:00,17.79,79.51,848.24,1.49,78.258
1350,2026-06-26 06:00:00,18.98,76.71,798.68,0.01,78.293
1351,2026-06-26 07:00:00,20.46,73.59,759.59,111.96,78.34
1352,2026-06-26 08:00:00,21.92,70.08,725.78,302.13,78.398
1353,2026-06-26 09:00:00,23.51,66.72,695.29,503.36,78.46
1354,2026-06-26 10:00:00,25.05,63.54,669.84,683.52,78.526
1355,2026-06-26 11:00:00,26.31,60.49,654.93,806.88,78.591
1356,2026-06-26 12:00:00,27.25,58.47,649.32,850.12,78.649
1357,2026-06-26 13:00:00,27.87,57.59,653.6,807.32,78.703
1358,2026-06-26 14:00:00,27.92,56.95,669.16,684.2,78.755
1359,2026-06-26 15:00:00,27.75,57.24,694.26,506.02,78.806
1360,2026-06-26 16:00:00,27.2,58.37,725.73,300.45,78.856
1361,2026-06-26 17:00:00,26.33,60.56,759.57,111.88,78.901
1362,2026-06-26 18:00:00,25.1,63.42,799.8,0.0,78.936
1363,2026-06-26 19:00:00,23.68,66.43,849.27,0.71,78.972
1364,2026-06-26 20:00:00,21.86,70.19,850.62,1.12,79.008
1365,2026-06-26 21:00:00,20.49,73.39,848.94,0.0,79.043
1366,2026-06-26 22:00:00,18.93,76.67,850.81,1.85,79.079
1367,2026-06-26 23:00:00,17.79,79.47,849.7,0.0,79.114
1368,2026-06-27 00:00:00,16.84,81.37,850.27,0.0,79.142
1369,2026-06-27 01:00:00,16.14,82.85,850.89,0.0,79.166
1370,2026-06-27 02:00:00,16.05,83.12,850.02,1.77,79.188
1371,2026-06-27 03:00:00,16.27,82.87,851.91,0.0,79.212
1372,2026-06-27 04:00:00,16.73,81.32,849.75,0.0,79.24
1373,2026-06-27 05:00:00,17.74,79.25,850.78,0.44,79.275
1374,2026-06-27 06:00:00,18.95,76.69,800.72,0.0,79.31
1375,2026-06-27 07:00:00,20.41,73.08,760.09,110.99,79.356
1376,2026-06-27 08:00:00,22.01,69.86,724.49,298.99,79.413
1377,2026-06-27 09:00:00,23.57,66.65,694.34,505.43,79.475
1378,2026-06-27 10:00:00,24.88,63.31,669.69,684.53,79.54
1379,2026-06-27 11:00:00,26.25,60.88,655.92,805.69,79.604
1380,2026-06-27 12:00:00,27.25,58.66,649.19,851.06,79.662
1381,2026-06-27 13:00:00,27.78,57.04,655.57,807.2,79.716
1382,2026-06-27 14:00:00,27.98,56.79,669.38,685.8,79.767
1383,2026-06-27 15:00:00,27.79,57.27,694.29,503.97,79.817
1384,2026-06-27 16:00:00,27.13,58.24,725.56,299.01,79.867
1385,2026-06-27 17:00:00,26.25,60.72,761.78,110.42,79.912
1386,2026-06-27 18:00:00,25.0,63.65,801.71,1.23,79.947
1387,2026-06-27 19:00:00,23.58,66.43,850.72,0.0,79.982
1388,2026-06-27 20:00:00,22.04,69.91,849.83,0.21,80.018
1389,2026-06-27 21:00:00,20.47,73.49,849.42,0.0,80.053
1390,2026-06-27 22:00:00,19.12,76.97,850.45,0.0,80.088
1391,2026-06-27 23:00:00,17.7,79.41,851.34,0.0,80.122
1392,2026-06-28 00:00:00,16.79,81.46,850.86,0.0,80.15
1393,2026-06-28 01:00:00,16.09,82.84,851.12,0.0,80.173
1394,2026-06-28 02:00:00,16.03,83.13,849.15,1.28,80.196
1395,2026-06-28 03:00:00,16.23,82.82,851.5,0.0,80.219
1396,2026-06-28 04:00:00,16.76,81.46,849.44,0.98,80.247
1397,2026-06-28 05:00:00,17.74,79.18,850.07,0.21,80.281
1398,2026-06-28 06:00:00,19.07,76.66,800.46,0.4,80.316
1399,2026-06-28 07:00:00,20.43,73.31,761.47,111.51,80.362
1400,2026-06-28 08:00:00,22.13,70.2,725.63,300.99,80.418
1401,2026-06-28 09:00:00,23.55,66.39,693.72,505.54,80.48
1402,2026-06-28 10:00:00,25.02,63.47,671.02,684.17,80.544
1403,2026-06-28 11:00:00,26.19,60.88,655.88,806.44,80.609
1404,2026-06-28 12:00:00,27.19,58.55,650.03,850.59,80.667
1405,2026-06-28 13:00:00,27.99,57.28,655.77,804.82,80.719
1406,2026-06-28 14:00:00,27.96,56.98,670.5,679.55,80.77
1407,2026-06-28 15:00:00,27.85,57.54,691.94,507.31,80.82
1408,2026-06-28 16:00:00,26.99,58.71,724.99,297.58,80.87
1409,2026-06-28 17:00:00,26.28,60.84,761.54,112.65,80.915
1410,2026-06-28 18:00:00,24.97,63.12,800.69,2.19,80.949
1411,2026-06-28 19:00:00,23.64,66.29,848.49,0.0,80.984
1412,2026-06-28 20:00:00,21.88,70.01,850.39,0.0,81.019
1413,2026-06-28 21:00:00,20.51,73.51,849.45,0.0,81.054
1414,2026-06-28 22:00:00,18.85,76.55,850.01,0.21,81.089
1415,2026-06-28 23:00:00,17.79,79.37,849.74,0.36,81.124
1416,2026-06-29 00:00:00,16.88,81.42,850.32,0.0,81.152
1417,2026-06-29 01:00:00,16.16,82.83,849.44,0.48,81.175
1418,2026-06-29 02:00:00,16.0,83.15,849.67,0.0,81.197
1419,2026-06-29 03:00:00,16.08,82.81,850.23,1.06,81.22
1420,2026-06-29 04:00:00,16.76,81.72,849.62,0.0,81.247
1421,2026-06-29 05:00:00,17.68,79.07,851.53,1.71,81.281
1422,2026-06-29 06:00:00,19.05,76.47,801.81,0.0,81.315
1423,2026-06-29 07:00:00,20.43,73.63,761.84,114.67,81.361
1424,2026-06-29 08:00:00,22.02,69.94,724.39,298.21,81.416
1425,2026-06-29 09:00:00,23.53,66.76,694.53,505.44,81.478
1426,2026-06-29 10:00:00,24.93,63.43,671.11,685.58,81.541
1427,2026-06-29 11:00:00,26.26,60.55,655.98,803.01,81.605
1428,2026-06-29 12:00:00,27.22,58.95,648.49,849.7,81.663
1429,2026-06-29 13:00:00,27.79,57.18,656.15,807.52,81.715
1430,2026-06-29 14:00:00,28.01,56.92,670.11,689.01,81.766
1431,2026-06-29 15:00:00,27.81,57.28,692.22,504.73,81.815
1432,2026-06-29 16:00:00,27.28,58.37,722.84,300.56,81.863
1433,2026-06-29 17:00:00,26.35,60.67,760.84,109.6,81.907
1434,2026-06-29 18:00:00,25.03,63.5,798.22,1.42,81.941
1435,2026-06-29 19:00:00,23.61,66.75,850.58,0.82,81.976
1436,2026-06-29 20:00:00,22.04,70.13,848.18,0.0,82.011
1437,2026-06-29 21:00:00,20.39,73.4,850.39,0.41,82.046
1438,2026-06-29 22:00:00,19.08,76.77,849.13,0.3,82.081
1439,2026-06-29 23:00:00,17.69,79.31,850.32,0.0,82.114
